2020/04/05 17:27:36.016	くろしば	うわーこれ接戦だ！	
2020/04/05 17:27:42.567	FJK エンタメ	すでにトップか	
2020/04/05 17:27:46.509	そばラスト	今の新井さんの理牌左にめっちゃマンズ固まってる様に見える	
2020/04/05 17:27:50.167	MiZKi	ドラもマンズだしチンイツにいくしか厳しいか	
2020/04/05 17:27:52.276	とりあたま	1位になったけど終わらないのか	
2020/04/05 17:27:52.740	FJK エンタメ	谷井がまくれるか	
2020/04/05 17:27:53.488	琵琶丸	スピードレース！	
2020/04/05 17:27:56.916	kafeore2001	すげー対戦だなおい	
2020/04/05 17:27:57.916	gaty fs	阿賀プロ条件なければ一通で良い手なのに	
2020/04/05 17:28:00.849	やあけ	点数いらなければ阿賀さんいけそうなのに	
2020/04/05 17:28:07.250	司令_つかされい	裏にかけるか	
2020/04/05 17:28:07.295	天城久秀	すごいなぁ	
2020/04/05 17:28:14.541	MiZKi	条件が重すぎるからチンイツでもないと逆転なさそうだもんね	
2020/04/05 17:28:26.849	井之内蛙	新井さん、上りが遅そう	
2020/04/05 17:28:27.676	フワンテ	こんな感じの見ると麻雀に流れがあるって思っちゃう	
2020/04/05 17:28:30.714	天城久秀	毎回オーラスすごいです	
2020/04/05 17:28:35.783	mother ship	マジで	
2020/04/05 17:28:35.936	パイライトテディ	いけるか・・・	
2020/04/05 17:28:38.245	raizoらいぞう	おっと	
2020/04/05 17:28:39.190	ザッハトルテ。	お	
2020/04/05 17:28:40.862	司令_つかされい	これで予選なんだよな	
2020/04/05 17:28:43.285	テーク	お！	
2020/04/05 17:28:43.419	鶏だしクリーミィ	いやいやいや	
2020/04/05 17:28:45.063	くろしば	自風の北！	
2020/04/05 17:28:46.245	Jジェイ	新井さんチャンス！！！！	
2020/04/05 17:28:46.996	rapid eye rabbit	おや	
2020/04/05 17:28:47.558	Nights -O	ま？	
2020/04/05 17:28:47.544	がばい水筒	草	
2020/04/05 17:28:47.504	MiZKi	日吉さん役満すきすぎるｗ	
2020/04/05 17:28:50.035	此処葉	また四暗刻出るの？	
2020/04/05 17:28:51.873	ちゃぼうず_cyabouzu	オーバキルになっちゃう！	
2020/04/05 17:28:51.871	氷水	そんな手はいらないよ	
2020/04/05 17:28:53.472	花吹雪	さすがにねらわんやろ	
2020/04/05 17:28:53.402	月十字	無駄に高くなる	
2020/04/05 17:28:54.023	やあけ	そこまではいらんけど	
2020/04/05 17:28:55.566	Josh	おお	
2020/04/05 17:28:55.760	孤高の探索者	草	
2020/04/05 17:28:55.801	唐揚げ大好き	マジｗ	
2020/04/05 17:28:56.574	まっちゃ	そこでそれはいらないｗ	
2020/04/05 17:28:56.806	つくだ煮	役満あがれば10万円やえｄ	
2020/04/05 17:28:57.300	もるぽん	そんなオーバーキルな	
2020/04/05 17:28:58.027	暁宵	いらないのにすごいのきた	
2020/04/05 17:28:58.115	koai777	役満賞金あるから	
2020/04/05 17:28:59.595	アルゴノゥトチームGospel	役満ご祝儀	
2020/04/05 17:28:59.788	いざよいさくや	新井プロ！？	
2020/04/05 17:29:00.437	pv order	逆転どころではない	
2020/04/05 17:29:00.567	テーク	またか？	
2020/04/05 17:29:00.682	raizoらいぞう	待ちをよくしたいんだよなぁ	
2020/04/05 17:29:01.071	天城久秀	四暗刻w	
2020/04/05 17:29:01.284	さっつん	日吉ィｗ	
